chr,start,end,value
4,183000001,184000000,0.624363415
4,184000001,185000000,0.60333683
4,185000001,186000000,0.54215243
4,186000001,187000000,0.617528569
4,187000001,188000000,0.616607188
4,188000001,189000000,0.5008135
4,189000001,190000000,0.511447258
4,190000001,190214555,0.499669629
5,1,1000000,0.539776899
5,1000001,2000000,0.55379355
5,2000001,3000000,0.585167842
5,3000001,4000000,0.593075115
5,4000001,5000000,0.573900586
5,5000001,6000000,0.511612554
5,6000001,7000000,0.580534545
5,7000001,8000000,0.623619612
5,8000001,9000000,0.45455415
5,9000001,10000000,0.630816199
5,10000001,11000000,0.549560444
5,11000001,12000000,0.653385878
5,12000001,13000000,0.643728995
5,13000001,14000000,0.44768095
5,14000001,15000000,0.619305363
5,15000001,16000000,0.462356028
5,16000001,17000000,0.755409869
5,17000001,18000000,0.602756032
5,18000001,19000000,0.534403626
5,19000001,20000000,0.527320093
5,20000001,21000000,0.503531731
5,21000001,22000000,0.609721863
5,22000001,23000000,0.488818792
5,23000001,24000000,0.561046124
5,24000001,25000000,0.6141881
5,25000001,26000000,0.53002049
5,26000001,27000000,0.493664872
5,27000001,28000000,0.71258471
5,28000001,29000000,0.361856417
5,29000001,30000000,0.5175752
5,30000001,31000000,0.68992876
5,31000001,32000000,0.523386994
5,32000001,33000000,0.511092186
5,33000001,34000000,0.537596553
5,34000001,35000000,0.550615595
5,35000001,36000000,0.597759974
5,36000001,37000000,0.523389898
5,37000001,38000000,0.405616593
5,38000001,39000000,0.557748461
5,39000001,40000000,0.577952656
5,40000001,41000000,0.636809205
5,41000001,42000000,0.58553755
5,42000001,43000000,0.646066509
5,43000001,44000000,0.514694974
5,44000001,45000000,0.639126756
5,45000001,46000000,0.537601969
5,46000001,47000000,0.467467483
5,47000001,48000000,0.541825731
5,48000001,49000000,0.469971384
5,49000001,50000000,0.469301727
5,50000001,51000000,0.455271637
5,51000001,52000000,0.541705265
5,52000001,53000000,0.573784721
5,53000001,54000000,0.488039211
5,54000001,55000000,0.558089659
5,55000001,56000000,0.591847823
5,56000001,57000000,0.522630908
5,57000001,58000000,0.598693131
5,58000001,59000000,0.562447834
5,59000001,60000000,0.671556218
5,60000001,61000000,0.517767753
5,61000001,62000000,0.565276984
5,62000001,63000000,0.694408426
5,63000001,64000000,0.46041218
5,64000001,65000000,0.570524788
5,65000001,66000000,0.520597703
5,66000001,67000000,0.548933086
5,67000001,68000000,0.645630827
5,68000001,69000000,0.638097873
5,69000001,70000000,0.541706964
5,70000001,71000000,0.52989185
5,71000001,72000000,0.575853373
5,72000001,73000000,0.539614738
5,73000001,74000000,0.642732147
5,74000001,75000000,0.516932062
5,75000001,76000000,0.633745985
5,76000001,77000000,0.588806801
5,77000001,78000000,0.618531854
5,78000001,79000000,0.50854387
5,79000001,80000000,0.553263281
5,80000001,81000000,0.557903382
5,81000001,82000000,0.526936731
5,82000001,83000000,0.62335493
5,83000001,84000000,0.51133477
5,84000001,85000000,0.474790122
5,85000001,86000000,0.604752475
5,86000001,87000000,0.493826774
5,87000001,88000000,0.522577963
5,88000001,89000000,0.570429452
5,89000001,90000000,0.485573747
5,90000001,91000000,0.598584453
5,91000001,92000000,0.597327727
5,92000001,93000000,0.573766649
5,93000001,94000000,0.590789803
5,94000001,95000000,0.650037556
5,95000001,96000000,0.671019844
5,96000001,97000000,0.592297253
5,97000001,98000000,0.502983772
5,98000001,99000000,0.508952559
5,99000001,100000000,0.658499068
5,100000001,101000000,0.525502386
5,101000001,102000000,0.649634537
5,102000001,103000000,0.693511609
5,103000001,104000000,0.538046227
5,104000001,105000000,0.467124603
5,105000001,106000000,0.545699645
5,106000001,107000000,0.613751062
5,107000001,108000000,0.569961588
5,108000001,109000000,0.650371083
5,109000001,110000000,0.570897618
5,110000001,111000000,0.400893204
5,111000001,112000000,0.585290109
5,112000001,113000000,0.586589631
5,113000001,114000000,0.631425437
5,114000001,115000000,0.509876959
5,115000001,116000000,0.593017719
5,116000001,117000000,0.602775392
5,117000001,118000000,0.57320396
5,118000001,119000000,0.648767026
5,119000001,120000000,0.580848177
5,120000001,121000000,0.554516394
5,121000001,122000000,0.654584991
5,122000001,123000000,0.599947454
5,123000001,124000000,0.570600958
5,124000001,125000000,0.519887308
5,125000001,126000000,0.614096756
5,126000001,127000000,0.497379545
5,127000001,128000000,0.561572601
5,128000001,129000000,0.606668716
5,129000001,130000000,0.443749653
5,130000001,131000000,0.626915533
5,131000001,132000000,0.563301839
5,132000001,133000000,0.457935304
5,133000001,134000000,0.526198251
5,134000001,135000000,0.607033381
5,135000001,136000000,0.468892943
5,136000001,137000000,0.410311594
5,137000001,138000000,0.582968447
5,138000001,139000000,0.651708155
5,139000001,140000000,0.614178406
5,140000001,141000000,0.657768947
5,141000001,142000000,0.556020958
5,142000001,143000000,0.478951053
5,143000001,144000000,0.575881577
5,144000001,145000000,0.560655823
5,145000001,146000000,0.604900193
5,146000001,147000000,0.483663878
5,147000001,148000000,0.52010195
5,148000001,149000000,0.613101081
5,149000001,150000000,0.544798381
5,150000001,151000000,0.571140535
5,151000001,152000000,0.567073347
5,152000001,153000000,0.660317668
5,153000001,154000000,0.558211836
5,154000001,155000000,0.561000964
5,155000001,156000000,0.755409691
5,156000001,157000000,0.498965751
5,157000001,158000000,0.533564527
5,158000001,159000000,0.676120992
5,159000001,160000000,0.513992368
5,160000001,161000000,0.618146457
5,161000001,162000000,0.609352767
5,162000001,163000000,0.448639236
5,163000001,164000000,0.592384474
5,164000001,165000000,0.606387797
5,165000001,166000000,0.470183868
5,166000001,167000000,0.622247708
5,167000001,168000000,0.540076707
5,168000001,169000000,0.506636612
5,169000001,170000000,0.492328053
5,170000001,171000000,0.579940516
5,171000001,172000000,0.403105274
5,172000001,173000000,0.447840971
5,173000001,174000000,0.500015088
5,174000001,175000000,0.545660527
5,175000001,176000000,0.634008326
5,176000001,177000000,0.616526242
5,177000001,178000000,0.635647973
5,178000001,179000000,0.561708434
5,179000001,180000000,0.47760834
5,180000001,181000000,0.464534189
5,181000001,181538259,0.490525012
6,1,1000000,0.443317548
6,1000001,2000000,0.508803137
6,2000001,3000000,0.608491877
6,3000001,4000000,0.447238545
6,4000001,5000000,0.570771889
6,5000001,6000000,0.481015755
6,6000001,7000000,0.558089954
6,7000001,8000000,0.608806282
6,8000001,9000000,0.570674055
6,9000001,10000000,0.481970916
6,10000001,11000000,0.636044856
6,11000001,12000000,0.571639228
6,12000001,13000000,0.609844821
6,13000001,14000000,0.458183031
6,14000001,15000000,0.572323261
6,15000001,16000000,0.483758339
6,16000001,17000000,0.714236899
6,17000001,18000000,0.560916878
6,18000001,19000000,0.676795283
6,19000001,20000000,0.551749637
6,20000001,21000000,0.535458915
6,21000001,22000000,0.518101023
6,22000001,23000000,0.565712513
6,23000001,24000000,0.572508206
6,24000001,25000000,0.476543078
6,25000001,26000000,0.609653706
6,26000001,27000000,0.470758165
6,27000001,28000000,0.562209894
6,28000001,29000000,0.55966474
6,29000001,30000000,0.564455935
6,30000001,31000000,0.517092705
6,31000001,32000000,0.406313388
6,32000001,33000000,0.595298883
6,33000001,34000000,0.638298893
6,34000001,35000000,0.531660306
6,35000001,36000000,0.570808993
6,36000001,37000000,0.662787952
6,37000001,38000000,0.608872616
6,38000001,39000000,0.494195842
6,39000001,40000000,0.534241616
6,40000001,41000000,0.563502145
6,41000001,42000000,0.615620453
6,42000001,43000000,0.684043323
6,43000001,44000000,0.542443139
6,44000001,45000000,0.480381812
6,45000001,46000000,0.610795653
6,46000001,47000000,0.46478989
6,47000001,48000000,0.525153949
6,48000001,49000000,0.479381928
6,49000001,50000000,0.600802417
6,50000001,51000000,0.520556526
6,51000001,52000000,0.650011169
6,52000001,53000000,0.45383718
6,53000001,54000000,0.557091054
6,54000001,55000000,0.537002142
6,55000001,56000000,0.593387759
6,56000001,57000000,0.462164787
6,57000001,58000000,0.451248111
6,58000001,59000000,0.528721748
6,59000001,60000000,0.451496623
6,60000001,61000000,0.469765327
6,61000001,62000000,0.647711896
6,62000001,63000000,0.669220557
6,63000001,64000000,0.614893142
6,64000001,65000000,0.499811576
6,65000001,66000000,0.601853786
6,66000001,67000000,0.483028897
6,67000001,68000000,0.599334153
6,68000001,69000000,0.540184269
6,69000001,70000000,0.563306654
6,70000001,71000000,0.607235958
6,71000001,72000000,0.492806843
6,72000001,73000000,0.500317689
6,73000001,74000000,0.483383197
6,74000001,75000000,0.481317357
6,75000001,76000000,0.590887144
6,76000001,77000000,0.573324686
6,77000001,78000000,0.592034475
6,78000001,79000000,0.703497867
6,79000001,80000000,0.522093478
6,80000001,81000000,0.62143952
6,81000001,82000000,0.6006823
6,82000001,83000000,0.533900169
6,83000001,84000000,0.474731278
6,84000001,85000000,0.476254334
6,85000001,86000000,0.597712311
6,86000001,87000000,0.522496939
6,87000001,88000000,0.558859352
6,88000001,89000000,0.529931378
6,89000001,90000000,0.642609113
6,90000001,91000000,0.488647727
6,91000001,92000000,0.641560113
6,92000001,93000000,0.591790291
6,93000001,94000000,0.616561767
6,94000001,95000000,0.484997686
6,95000001,96000000,0.598271193
6,96000001,97000000,0.690466967
6,97000001,98000000,0.510262344
6,98000001,99000000,0.586105178
6,99000001,100000000,0.600927774
6,100000001,101000000,0.592876172
6,101000001,102000000,0.614613904
6,102000001,103000000,0.541832598
6,103000001,104000000,0.483412092
6,104000001,105000000,0.499229159
6,105000001,106000000,0.58666272
6,106000001,107000000,0.690785668
6,107000001,108000000,0.548165734
6,108000001,109000000,0.487442192
6,109000001,110000000,0.470629187
6,110000001,111000000,0.627476471
6,111000001,112000000,0.491276336
6,112000001,113000000,0.54410628
6,113000001,114000000,0.488657914
6,114000001,115000000,0.539210496
6,115000001,116000000,0.589567848
6,116000001,117000000,0.579661597
6,117000001,118000000,0.581662232
6,118000001,119000000,0.680953298
6,119000001,120000000,0.635616163
6,120000001,121000000,0.51455883
6,121000001,122000000,0.570895167
6,122000001,123000000,0.45661827
6,123000001,124000000,0.626680648
6,124000001,125000000,0.545204469
6,125000001,126000000,0.51219993
6,126000001,127000000,0.488224179
6,127000001,128000000,0.561268497
6,128000001,129000000,0.487999126
6,129000001,130000000,0.567193437
6,130000001,131000000,0.451197632
6,131000001,132000000,0.549920597
6,132000001,133000000,0.500901622
6,133000001,134000000,0.413079373
6,134000001,135000000,0.671058066
6,135000001,136000000,0.547035524
6,136000001,137000000,0.513308806
6,137000001,138000000,0.498366111
6,138000001,139000000,0.59098226
6,139000001,140000000,0.489497806
6,140000001,141000000,0.503402204
6,141000001,142000000,0.552675078
6,142000001,143000000,0.589610579
6,143000001,144000000,0.578097688
6,144000001,145000000,0.510634475
6,145000001,146000000,0.628227391
6,146000001,147000000,0.493989303
6,147000001,148000000,0.485496415
6,148000001,149000000,0.551212188
6,149000001,150000000,0.573043358
6,150000001,151000000,0.55119156
6,151000001,152000000,0.5275519
6,152000001,153000000,0.686926934
6,153000001,154000000,0.68343895
6,154000001,155000000,0.523779703
6,155000001,156000000,0.587958678
6,156000001,157000000,0.586189763
6,157000001,158000000,0.554346237
6,158000001,159000000,0.562521212
6,159000001,160000000,0.7008307
6,160000001,161000000,0.506422203
6,161000001,162000000,0.454120896
6,162000001,163000000,0.637481398
6,163000001,164000000,0.535389079
6,164000001,165000000,0.632971126
6,165000001,166000000,0.62053636
6,166000001,167000000,0.563461539
6,167000001,168000000,0.663908915
6,168000001,169000000,0.45261464
6,169000001,170000000,0.417153076
6,170000001,170805979,0.635973029
7,1,1000000,0.404657797
7,1000001,2000000,0.455892336
7,2000001,3000000,0.63790236
7,3000001,4000000,0.559383322
7,4000001,5000000,0.566117571
7,5000001,6000000,0.528416823
7,6000001,7000000,0.544019792
7,7000001,8000000,0.577982204
7,8000001,9000000,0.435774808
7,9000001,10000000,0.534466305
7,10000001,11000000,0.567864254
7,11000001,12000000,0.548791957
7,12000001,13000000,0.656318442
7,13000001,14000000,0.59874663
7,14000001,15000000,0.543212041
7,15000001,16000000,0.540988737
7,16000001,17000000,0.460854792
7,17000001,18000000,0.551987299
7,18000001,19000000,0.613694847
7,19000001,20000000,0.631386484
7,20000001,21000000,0.625263528
7,21000001,22000000,0.50447854
7,22000001,23000000,0.611300422
7,23000001,24000000,0.632286637
7,24000001,25000000,0.393138666
7,25000001,26000000,0.554964425
7,26000001,27000000,0.547288732
7,27000001,28000000,0.664145146
7,28000001,29000000,0.593231465
7,29000001,30000000,0.579332548
7,30000001,31000000,0.485513632
7,31000001,32000000,0.424303436
7,32000001,33000000,0.580189242
7,33000001,34000000,0.545781762
7,34000001,35000000,0.518230755
7,35000001,36000000,0.507278029
7,36000001,37000000,0.535626676
7,37000001,38000000,0.648678989
7,38000001,39000000,0.468386082
7,39000001,40000000,0.458840194
7,40000001,41000000,0.631480304
7,41000001,42000000,0.470030287
7,42000001,43000000,0.526225801
7,43000001,44000000,0.482257704
7,44000001,45000000,0.497589125
7,45000001,46000000,0.533545382
7,46000001,47000000,0.450573214
7,47000001,48000000,0.647604119
7,48000001,49000000,0.463743208
7,49000001,50000000,0.44208419
7,50000001,51000000,0.634611212
7,51000001,52000000,0.508450412
7,52000001,53000000,0.576360257
7,53000001,54000000,0.509287713
7,54000001,55000000,0.482344998
7,55000001,56000000,0.649564419
7,56000001,57000000,0.561571904
7,57000001,58000000,0.517625752
7,58000001,59000000,0.539414221
7,59000001,60000000,0.46320242
7,60000001,61000000,0.618771463
7,61000001,62000000,0.70582709
7,62000001,63000000,0.548958267
7,63000001,64000000,0.623068584
7,64000001,65000000,0.630526619
7,65000001,66000000,0.559563968
7,66000001,67000000,0.582431328
7,67000001,68000000,0.434894309
7,68000001,69000000,0.534056212
7,69000001,70000000,0.681109116
7,70000001,71000000,0.554108646
7,71000001,72000000,0.451773445
7,72000001,73000000,0.456545879
7,73000001,74000000,0.544366449
7,74000001,75000000,0.487694748
7,75000001,76000000,0.518246299
7,76000001,77000000,0.670530816
7,77000001,78000000,0.449716206
7,78000001,79000000,0.525859249
7,79000001,80000000,0.602380006
7,80000001,81000000,0.5690791
7,81000001,82000000,0.447496852
7,82000001,83000000,0.526719945
7,83000001,84000000,0.605937992
7,84000001,85000000,0.463985645
7,85000001,86000000,0.457871848
7,86000001,87000000,0.547449873
7,87000001,88000000,0.597583338
7,88000001,89000000,0.538206079
7,89000001,90000000,0.577814801
7,90000001,91000000,0.598859153
7,91000001,92000000,0.49400581
7,92000001,93000000,0.609990607
7,93000001,94000000,0.595051526
7,94000001,95000000,0.534104666
7,95000001,96000000,0.553729407
7,96000001,97000000,0.634205516
7,97000001,98000000,0.410686344
7,98000001,99000000,0.559244583
7,99000001,100000000,0.519185915
7,100000001,101000000,0.686129873
7,101000001,102000000,0.487324989
7,102000001,103000000,0.66818456
7,103000001,104000000,0.485610996
7,104000001,105000000,0.431318518
7,105000001,106000000,0.436390831
7,106000001,107000000,0.667862461
7,107000001,108000000,0.605599219
7,108000001,109000000,0.623217179
7,109000001,110000000,0.587852652
7,110000001,111000000,0.46751049
7,111000001,112000000,0.607101858
7,112000001,113000000,0.535641262
7,113000001,114000000,0.556838785
7,114000001,115000000,0.510042647
7,115000001,116000000,0.591123175
7,116000001,117000000,0.609963894
7,117000001,118000000,0.568072175
7,118000001,119000000,0.503489946
7,119000001,120000000,0.543954929
7,120000001,121000000,0.493763601
7,121000001,122000000,0.562728055
7,122000001,123000000,0.38873133
7,123000001,124000000,0.448377206
7,124000001,125000000,0.580035243
7,125000001,126000000,0.610849852
7,126000001,127000000,0.467214439
7,127000001,128000000,0.521818468
7,128000001,129000000,0.681981771
7,129000001,130000000,0.604174674
7,130000001,131000000,0.565577146
7,131000001,132000000,0.628212347
7,132000001,133000000,0.663983877
7,133000001,134000000,0.574189369
7,134000001,135000000,0.560751768
7,135000001,136000000,0.530732523
7,136000001,137000000,0.564712181
7,137000001,138000000,0.646890516
7,138000001,139000000,0.538496371
7,139000001,140000000,0.603173453
7,140000001,141000000,0.600454574
7,141000001,142000000,0.664607047
7,142000001,143000000,0.572508136
7,143000001,144000000,0.623170956
7,144000001,145000000,0.58308699
7,145000001,146000000,0.456229206
7,146000001,147000000,0.593315144
7,147000001,148000000,0.594266194
7,148000001,149000000,0.619500125
7,149000001,150000000,0.552230341
7,150000001,151000000,0.569586858
7,151000001,152000000,0.530340275
7,152000001,153000000,0.542215626
7,153000001,154000000,0.423825237
7,154000001,155000000,0.477194759
7,155000001,156000000,0.55777319
7,156000001,157000000,0.516257074
7,157000001,158000000,0.579125461
7,158000001,159000000,0.644863824
7,159000001,159345973,0.532555159
8,1,1000000,0.560913267
8,1000001,2000000,0.572717056
8,2000001,3000000,0.568069387
8,3000001,4000000,0.631924247
8,4000001,5000000,0.527228898
8,5000001,6000000,0.52852081
8,6000001,7000000,0.536888142
8,7000001,8000000,0.573310521
8,8000001,9000000,0.485384491
8,9000001,10000000,0.536880157
8,10000001,11000000,0.49393133
8,11000001,12000000,0.547703663
8,12000001,13000000,0.540058589
8,13000001,14000000,0.701287614
8,14000001,15000000,0.611977473
8,15000001,16000000,0.495904371
8,16000001,17000000,0.530115769
8,17000001,18000000,0.577302751
8,18000001,19000000,0.550975329
8,19000001,20000000,0.664615421
8,20000001,21000000,0.545771252
8,21000001,22000000,0.439626007
8,22000001,23000000,0.547616566
8,23000001,24000000,0.637201039
8,24000001,25000000,0.55926604
8,25000001,26000000,0.456311972
8,26000001,27000000,0.502941794
8,27000001,28000000,0.529117101
8,28000001,29000000,0.495033298
8,29000001,30000000,0.574065136
8,30000001,31000000,0.507963114
8,31000001,32000000,0.713489094
8,32000001,33000000,0.524368115
8,33000001,34000000,0.541771095
8,34000001,35000000,0.521157763
8,35000001,36000000,0.536573654
8,36000001,37000000,0.567227962
8,37000001,38000000,0.422261575
8,38000001,39000000,0.642384995
8,39000001,40000000,0.508658329
8,40000001,41000000,0.584471006
8,41000001,42000000,0.575405985
8,42000001,43000000,0.666261736
8,43000001,44000000,0.631927283
8,44000001,45000000,0.497622232
8,45000001,46000000,0.471603825
8,46000001,47000000,0.542669565
8,47000001,48000000,0.707581995
8,48000001,49000000,0.520234297
8,49000001,50000000,0.574862844
8,50000001,51000000,0.57687571
8,51000001,52000000,0.688693188
8,52000001,53000000,0.737707332
8,53000001,54000000,0.560389184
8,54000001,55000000,0.658722301
8,55000001,56000000,0.518307187
8,56000001,57000000,0.467036883
8,57000001,58000000,0.45709788
8,58000001,59000000,0.59802831
8,59000001,60000000,0.518518294
8,60000001,61000000,0.479596245
8,61000001,62000000,0.489125139
8,62000001,63000000,0.482026923
8,63000001,64000000,0.5106952
8,64000001,65000000,0.694944786
8,65000001,66000000,0.616369814
8,66000001,67000000,0.566461596
8,67000001,68000000,0.50151829
8,68000001,69000000,0.534404212
8,69000001,70000000,0.63042048
8,70000001,71000000,0.514772225
8,71000001,72000000,0.632252802
8,72000001,73000000,0.571338652
8,73000001,74000000,0.431490182
8,74000001,75000000,0.56466861
8,75000001,76000000,0.536115226
8,76000001,77000000,0.533233421
8,77000001,78000000,0.523187454
8,78000001,79000000,0.616220299
8,79000001,80000000,0.588750853
8,80000001,81000000,0.584599189
8,81000001,82000000,0.606806041
8,82000001,83000000,0.468868404
8,83000001,84000000,0.76550706
8,84000001,85000000,0.650611532
8,85000001,86000000,0.558249256
8,86000001,87000000,0.57453285
8,87000001,88000000,0.607046083
8,88000001,89000000,0.556923759
8,89000001,90000000,0.592275455
8,90000001,91000000,0.554189729
8,91000001,92000000,0.586822882
8,92000001,93000000,0.482844861
8,93000001,94000000,0.478113644
8,94000001,95000000,0.480864418
8,95000001,96000000,0.609014329
8,96000001,97000000,0.527779849
8,97000001,98000000,0.613971808
8,98000001,99000000,0.619589548
8,99000001,100000000,0.458000288
8,100000001,101000000,0.539706524
8,101000001,102000000,0.535874024
8,102000001,103000000,0.442508069
8,103000001,104000000,0.536298279
8,104000001,105000000,0.471581636
8,105000001,106000000,0.44541544
8,106000001,107000000,0.566359933
8,107000001,108000000,0.681804808
8,108000001,109000000,0.532583472
8,109000001,110000000,0.598057073
8,110000001,111000000,0.721191975
8,111000001,112000000,0.528156046
8,112000001,113000000,0.37452687
8,113000001,114000000,0.424224135
8,114000001,115000000,0.43455613
8,115000001,116000000,0.369845558
8,116000001,117000000,0.615098121
8,117000001,118000000,0.502625812
8,118000001,119000000,0.50323505
8,119000001,120000000,0.522830547
8,120000001,121000000,0.580932082
8,121000001,122000000,0.659381169
8,122000001,123000000,0.597333712
8,123000001,124000000,0.385983925
8,124000001,125000000,0.476348053
8,125000001,126000000,0.563104246
8,126000001,127000000,0.50018081
8,127000001,128000000,0.579324128
8,128000001,129000000,0.449602646
8,129000001,130000000,0.609066159
8,130000001,131000000,0.513763331
8,131000001,132000000,0.534452595
8,132000001,133000000,0.558410665
8,133000001,134000000,0.624824464
8,134000001,135000000,0.518861777
8,135000001,136000000,0.705061531
8,136000001,137000000,0.557351469
8,137000001,138000000,0.676542998
8,138000001,139000000,0.683989479
8,139000001,140000000,0.503522613
8,140000001,141000000,0.484277016
8,141000001,142000000,0.539088104
8,142000001,143000000,0.51065289
8,143000001,144000000,0.645484101
8,144000001,145000000,0.579831429
8,145000001,145138636,0.570403938
9,1,1000000,0.557293714
9,1000001,2000000,0.467387134
9,2000001,3000000,0.606275832
9,3000001,4000000,0.544278822
9,4000001,5000000,0.386759347
9,5000001,6000000,0.556441083
9,6000001,7000000,0.65545772
9,7000001,8000000,0.551042708
9,8000001,9000000,0.636794833
9,9000001,10000000,0.588643734
9,10000001,11000000,0.491810725
9,11000001,12000000,0.658138507
9,12000001,13000000,0.572294194
9,13000001,14000000,0.639689785
9,14000001,15000000,0.503128816
9,15000001,16000000,0.603845381
9,16000001,17000000,0.524661089
9,17000001,18000000,0.501725995
9,18000001,19000000,0.45176815
9,19000001,20000000,0.434140243
9,20000001,21000000,0.585872031
9,21000001,22000000,0.533288374
9,22000001,23000000,0.429977937
9,23000001,24000000,0.557834969
9,24000001,25000000,0.64081745
9,25000001,26000000,0.635815619
9,26000001,27000000,0.422304354
9,27000001,28000000,0.582159155
9,28000001,29000000,0.66103941
9,29000001,30000000,0.680549897
9,30000001,31000000,0.569335089
9,31000001,32000000,0.494383106
9,32000001,33000000,0.49878568
9,33000001,34000000,0.453238488
9,34000001,35000000,0.579474934
9,35000001,36000000,0.607905545
9,36000001,37000000,0.571927338
9,37000001,38000000,0.624760191
9,38000001,39000000,0.499377128
9,39000001,40000000,0.538137493
9,40000001,41000000,0.547677395
9,41000001,42000000,0.606297095
9,42000001,43000000,0.626337433
9,43000001,44000000,0.587434627
9,44000001,45000000,0.526504702
9,45000001,46000000,0.590190178
9,46000001,47000000,0.447887678
9,47000001,48000000,0.57219942
9,48000001,49000000,0.47484721
9,49000001,50000000,0.588969847
9,50000001,51000000,0.621571725
9,51000001,52000000,0.614196106
9,52000001,53000000,0.545897506
9,53000001,54000000,0.567537279
9,54000001,55000000,0.461196424
9,55000001,56000000,0.564631415
9,56000001,57000000,0.565573208
9,57000001,58000000,0.593130189
9,58000001,59000000,0.396482378
9,59000001,60000000,0.604303354
9,60000001,61000000,0.569974323
9,61000001,62000000,0.573414941
9,62000001,63000000,0.602936304
9,63000001,64000000,0.59201363
9,64000001,65000000,0.564548029
9,65000001,66000000,0.506227249
9,66000001,67000000,0.446035633
9,67000001,68000000,0.627302268
9,68000001,69000000,0.579273244
9,69000001,70000000,0.59075206
9,70000001,71000000,0.500069333
9,71000001,72000000,0.595093136
9,72000001,73000000,0.520934901
9,73000001,74000000,0.58900324
9,74000001,75000000,0.565780792
9,75000001,76000000,0.575693483
9,76000001,77000000,0.532654339
9,77000001,78000000,0.649991075
9,78000001,79000000,0.444597014
9,79000001,80000000,0.557557021
9,80000001,81000000,0.597812562
9,81000001,82000000,0.499522438
9,82000001,83000000,0.593508862
9,83000001,84000000,0.552918256
9,84000001,85000000,0.545610217
9,85000001,86000000,0.529651711
9,86000001,87000000,0.517351587
9,87000001,88000000,0.644462561
9,88000001,89000000,0.542357559
9,89000001,90000000,0.428294431
9,90000001,91000000,0.669552913
9,91000001,92000000,0.59806841
9,92000001,93000000,0.514529963
9,93000001,94000000,0.553424262
9,94000001,95000000,0.584744573
9,95000001,96000000,0.491227187
9,96000001,97000000,0.619758896
9,97000001,98000000,0.518419644
9,98000001,99000000,0.599515061
9,99000001,100000000,0.455460635
9,100000001,101000000,0.561306385
9,101000001,102000000,0.568294507
9,102000001,103000000,0.571066513
9,103000001,104000000,0.477523946
9,104000001,105000000,0.630938918
9,105000001,106000000,0.548104024
9,106000001,107000000,0.711940238
9,107000001,108000000,0.626672173
9,108000001,109000000,0.541614367
9,109000001,110000000,0.480080476
9,110000001,111000000,0.566727652
9,111000001,112000000,0.613151605
9,112000001,113000000,0.382179253
9,113000001,114000000,0.52557507
9,114000001,115000000,0.467979706
9,115000001,116000000,0.684690855
9,116000001,117000000,0.472105487
9,117000001,118000000,0.513356915
9,118000001,119000000,0.531484281
9,119000001,120000000,0.479898938
9,120000001,121000000,0.533667912
9,121000001,122000000,0.58856198
9,122000001,123000000,0.380840091
9,123000001,124000000,0.567984211
9,124000001,125000000,0.590195449
9,125000001,126000000,0.677449204
9,126000001,127000000,0.619674798
9,127000001,128000000,0.650145166
9,128000001,129000000,0.639676238
9,129000001,130000000,0.611055193
9,130000001,131000000,0.620546201
9,131000001,132000000,0.557074924
9,132000001,133000000,0.503893412
9,133000001,134000000,0.519255521
9,134000001,135000000,0.624625411
9,135000001,136000000,0.605790816
9,136000001,137000000,0.594887786
9,137000001,138000000,0.536129589
9,138000001,138394717,0.556901788
10,1,1000000,0.56809095
10,1000001,2000000,0.554399794
10,2000001,3000000,0.510103
10,3000001,4000000,0.507277948
10,4000001,5000000,0.559841351
10,5000001,6000000,0.559792469
10,6000001,7000000,0.634098396
10,7000001,8000000,0.400162606
10,8000001,9000000,0.603506391
10,9000001,10000000,0.611407485
10,10000001,11000000,0.544417805
10,11000001,12000000,0.560089161
10,12000001,13000000,0.611870955
10,13000001,14000000,0.571582017
10,14000001,15000000,0.459999493
10,15000001,16000000,0.476581024
10,16000001,17000000,0.525219371
10,17000001,18000000,0.566915295
10,18000001,19000000,0.435223358
10,19000001,20000000,0.515195615
10,20000001,21000000,0.434524819
10,21000001,22000000,0.448913055
10,22000001,23000000,0.643513799
10,23000001,24000000,0.48996124
10,24000001,25000000,0.491902824
10,25000001,26000000,0.524751499
10,26000001,27000000,0.444391872
10,27000001,28000000,0.603678226
10,28000001,29000000,0.513020967
10,29000001,30000000,0.598307606
10,30000001,31000000,0.554050989
10,31000001,32000000,0.57863346
10,32000001,33000000,0.457879074
10,33000001,34000000,0.602113371
10,34000001,35000000,0.478040402
10,35000001,36000000,0.536725838
10,36000001,37000000,0.521055355
10,37000001,38000000,0.511384967
10,38000001,39000000,0.668980183
10,39000001,40000000,0.637063602
10,40000001,41000000,0.677069234
10,41000001,42000000,0.514032503
10,42000001,43000000,0.608672673
10,43000001,44000000,0.611000153
10,44000001,45000000,0.646023436
10,45000001,46000000,0.484699714
10,46000001,47000000,0.688527254
10,47000001,48000000,0.492404221
10,48000001,49000000,0.546934483
10,49000001,50000000,0.428410126
10,50000001,51000000,0.479181305
10,51000001,52000000,0.493493577
10,52000001,53000000,0.537452285
10,53000001,54000000,0.513631666
10,54000001,55000000,0.552967502
10,55000001,56000000,0.557719774
10,56000001,57000000,0.511960338
10,57000001,58000000,0.587934046
10,58000001,59000000,0.546276638
10,59000001,60000000,0.638536422
10,60000001,61000000,0.31957529
10,61000001,62000000,0.438922456
10,62000001,63000000,0.568180249
10,63000001,64000000,0.536929121
10,64000001,65000000,0.422521109
10,65000001,66000000,0.484579954
10,66000001,67000000,0.54556205
10,67000001,68000000,0.612414657
10,68000001,69000000,0.501208032
